nohup: ignoring input
wandb: Currently logged in as: tihuahu (tihuahu-nus). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: - Waiting for wandb.init()... wandb: \ Waiting for wandb.init()... wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/xulei/xulei/dataset-distillation/Epilepsy/wandb/run-20250531_230251-qbyx6vyg
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run CrossPatientValidation
wandb: ⭐️ View project at https://wandb.ai/tihuahu-nus/seizure-prediction
wandb: 🚀 View run at https://wandb.ai/tihuahu-nus/seizure-prediction/runs/qbyx6vyg

🔍 正在处理文件: data/features/chb01/features.npz

📂 Fold 1/5
Epoch 1/40 | Loss: 0.5219 | Train Acc: 0.7877 | Val Acc: 0.9499
Epoch 32/40 | Loss: 0.5236 | Train Acc: 0.7767 | Val Acc: 0.8632
Epoch 33/40 | Loss: 0.5266 | Train Acc: 0.7721 | Val Acc: 0.8632
Epoch 34/40 | Loss: 0.5244 | Train Acc: 0.7744 | Val Acc: 0.8643
Epoch 35/40 | Loss: 0.5255 | Train Acc: 0.7730 | Val Acc: 0.8635
Epoch 36/40 | Loss: 0.5258 | Train Acc: 0.7730 | Val Acc: 0.8635
Epoch 37/40 | Loss: 0.5250 | Train Acc: 0.7708 | Val Acc: 0.8635
Epoch 38/40 | Loss: 0.5252 | Train Acc: 0.7718 | Val Acc: 0.8635
Epoch 39/40 | Loss: 0.5252 | Train Acc: 0.7709 | Val Acc: 0.8635
Epoch 40/40 | Loss: 0.5213 | Train Acc: 0.7787 | Val Acc: 0.8629

📂 Fold 4/5
Epoch 1/40 | Loss: 0.5984 | Train Acc: 0.6924 | Val Acc: 0.7811
Epoch 2/40 | Loss: 0.5496 | Train Acc: 0.7501 | Val Acc: 0.8523
Epoch 3/40 | Loss: 0.5423 | Train Acc: 0.7523 | Val Acc: 0.8610
Epoch 4/40 | Loss: 0.5373 | Train Acc: 0.7582 | Val Acc: 0.8509
Epoch 5/40 | Loss: 0.5329 | Train Acc: 0.7661 | Val Acc: 0.8456
Epoch 6/40 | Loss: 0.5324 | Train Acc: 0.7666 | Val Acc: 0.8601
Epoch 7/40 | Loss: 0.5323 | Train Acc: 0.7650 | Val Acc: 0.8587
Epoch 8/40 | Loss: 0.5295 | Train Acc: 0.7701 | Val Acc: 0.8534
Epoch 9/40 | Loss: 0.5284 | Train Acc: 0.7686 | Val Acc: 0.8671
Epoch 10/40 | Loss: 0.5297 | Train Acc: 0.7681 | Val Acc: 0.8607
Epoch 11/40 | Loss: 0.5269 | Train Acc: 0.7716 | Val Acc: 0.8632
Epoch 12/40 | Loss: 0.5270 | Train Acc: 0.7725 | Val Acc: 0.8604
Epoch 13/40 | Loss: 0.5269 | Train Acc: 0.7722 | Val Acc: 0.8624
Epoch 14/40 | Loss: 0.5275 | Train Acc: 0.7697 | Val Acc: 0.8587
Epoch 15/40 | Loss: 0.5251 | Train Acc: 0.7717 | Val Acc: 0.8688
Epoch 16/40 | Loss: 0.5268 | Train Acc: 0.7717 | Val Acc: 0.8635
Epoch 17/40 | Loss: 0.5258 | Train Acc: 0.7724 | Val Acc: 0.8649
Epoch 18/40 | Loss: 0.5266 | Train Acc: 0.7711 | Val Acc: 0.8666
Epoch 19/40 | Loss: 0.5240 | Train Acc: 0.7759 | Val Acc: 0.8629
Epoch 20/40 | Loss: 0.5223 | Train Acc: 0.7751 | Val Acc: 0.8652
Epoch 21/40 | Loss: 0.5249 | Train Acc: 0.7748 | Val Acc: 0.8607
Epoch 22/40 | Loss: 0.5245 | Train Acc: 0.7729 | Val Acc: 0.8666
Epoch 23/40 | Loss: 0.5228 | Train Acc: 0.7769 | Val Acc: 0.8646
Epoch 24/40 | Loss: 0.5251 | Train Acc: 0.7724 | Val Acc: 0.8666
Epoch 25/40 | Loss: 0.5242 | Train Acc: 0.7755 | Val Acc: 0.8663
🛑 Early stopping triggered.

📂 Fold 5/5
Epoch 1/40 | Loss: 0.5893 | Train Acc: 0.7011 | Val Acc: 0.8317
Epoch 2/40 | Loss: 0.5479 | Train Acc: 0.7458 | Val Acc: 0.7856
Epoch 3/40 | Loss: 0.5410 | Train Acc: 0.7567 | Val Acc: 0.8311
Epoch 4/40 | Loss: 0.5353 | Train Acc: 0.7618 | Val Acc: 0.8381
Epoch 5/40 | Loss: 0.5343 | Train Acc: 0.7620 | Val Acc: 0.8342
Epoch 6/40 | Loss: 0.5331 | Train Acc: 0.7661 | Val Acc: 0.8417
Epoch 7/40 | Loss: 0.5334 | Train Acc: 0.7656 | Val Acc: 0.8264
Epoch 8/40 | Loss: 0.5319 | Train Acc: 0.7656 | Val Acc: 0.8610
Epoch 9/40 | Loss: 0.5290 | Train Acc: 0.7714 | Val Acc: 0.8490
Epoch 10/40 | Loss: 0.5288 | Train Acc: 0.7702 | Val Acc: 0.8465
Epoch 11/40 | Loss: 0.5282 | Train Acc: 0.7711 | Val Acc: 0.8534
Epoch 12/40 | Loss: 0.5279 | Train Acc: 0.7702 | Val Acc: 0.8571
Epoch 13/40 | Loss: 0.5272 | Train Acc: 0.7704 | Val Acc: 0.8565
Epoch 14/40 | Loss: 0.5255 | Train Acc: 0.7728 | Val Acc: 0.8604
Epoch 15/40 | Loss: 0.5263 | Train Acc: 0.7721 | Val Acc: 0.8568
Epoch 16/40 | Loss: 0.5246 | Train Acc: 0.7767 | Val Acc: 0.8546
Epoch 17/40 | Loss: 0.5272 | Train Acc: 0.7710 | Val Acc: 0.8565
Epoch 18/40 | Loss: 0.5270 | Train Acc: 0.7702 | Val Acc: 0.8557
🛑 Early stopping triggered.

🔍 正在处理文件: data/features/chb07/features.npz

📂 Fold 1/5
Epoch 1/40 | Loss: 0.6087 | Train Acc: 0.6912 | Val Acc: 0.8167
Epoch 2/40 | Loss: 0.5153 | Train Acc: 0.7965 | Val Acc: 0.8815
Epoch 3/40 | Loss: 0.4856 | Train Acc: 0.8255 | Val Acc: 0.9074
Epoch 4/40 | Loss: 0.4724 | Train Acc: 0.8387 | Val Acc: 0.9093
Epoch 5/40 | Loss: 0.4618 | Train Acc: 0.8477 | Val Acc: 0.9065
Epoch 6/40 | Loss: 0.4567 | Train Acc: 0.8537 | Val Acc: 0.9093
Epoch 7/40 | Loss: 0.4551 | Train Acc: 0.8544 | Val Acc: 0.9083
Epoch 8/40 | Loss: 0.4531 | Train Acc: 0.8569 | Val Acc: 0.9176
Epoch 9/40 | Loss: 0.4476 | Train Acc: 0.8637 | Val Acc: 0.9102
Epoch 10/40 | Loss: 0.4480 | Train Acc: 0.8611 | Val Acc: 0.9222
Epoch 11/40 | Loss: 0.4493 | Train Acc: 0.8613 | Val Acc: 0.9185
Epoch 12/40 | Loss: 0.4451 | Train Acc: 0.8653 | Val Acc: 0.9176
Epoch 13/40 | Loss: 0.4474 | Train Acc: 0.8620 | Val Acc: 0.9204
Epoch 14/40 | Loss: 0.4489 | Train Acc: 0.8597 | Val Acc: 0.9176
Epoch 15/40 | Loss: 0.4380 | Train Acc: 0.8738 | Val Acc: 0.9231
Epoch 16/40 | Loss: 0.4418 | Train Acc: 0.8671 | Val Acc: 0.9213
Epoch 17/40 | Loss: 0.4401 | Train Acc: 0.8704 | Val Acc: 0.9231
Epoch 18/40 | Loss: 0.4420 | Train Acc: 0.8699 | Val Acc: 0.9231
Epoch 19/40 | Loss: 0.4419 | Train Acc: 0.8653 | Val Acc: 0.9213
Epoch 20/40 | Loss: 0.4464 | Train Acc: 0.8627 | Val Acc: 0.9231
Epoch 21/40 | Loss: 0.4396 | Train Acc: 0.8713 | Val Acc: 0.9213
Epoch 22/40 | Loss: 0.4424 | Train Acc: 0.8669 | Val Acc: 0.9213
Epoch 23/40 | Loss: 0.4400 | Train Acc: 0.8706 | Val Acc: 0.9231
Epoch 24/40 | Loss: 0.4383 | Train Acc: 0.8715 | Val Acc: 0.9231
Epoch 25/40 | Loss: 0.4429 | Train Acc: 0.8634 | Val Acc: 0.9222
🛑 Early stopping triggered.

📂 Fold 2/5
Epoch 1/40 | Loss: 0.6333 | Train Acc: 0.6438 | Val Acc: 0.7602
Epoch 2/40 | Loss: 0.5377 | Train Acc: 0.7731 | Val Acc: 0.8491
Epoch 3/40 | Loss: 0.4968 | Train Acc: 0.8139 | Val Acc: 0.8861
Epoch 4/40 | Loss: 0.4832 | Train Acc: 0.8227 | Val Acc: 0.9056
Epoch 5/40 | Loss: 0.4685 | Train Acc: 0.8435 | Val Acc: 0.9093
Epoch 6/40 | Loss: 0.4596 | Train Acc: 0.8486 | Val Acc: 0.9222
Epoch 7/40 | Loss: 0.4646 | Train Acc: 0.8444 | Val Acc: 0.9176
Epoch 8/40 | Loss: 0.4560 | Train Acc: 0.8546 | Val Acc: 0.9176
Epoch 9/40 | Loss: 0.4543 | Train Acc: 0.8519 | Val Acc: 0.9250
Epoch 10/40 | Loss: 0.4555 | Train Acc: 0.8537 | Val Acc: 0.9231
Epoch 11/40 | Loss: 0.4513 | Train Acc: 0.8574 | Val Acc: 0.9213
Epoch 12/40 | Loss: 0.4489 | Train Acc: 0.8609 | Val Acc: 0.9241
Epoch 13/40 | Loss: 0.4508 | Train Acc: 0.8604 | Val Acc: 0.9250
Epoch 14/40 | Loss: 0.4530 | Train Acc: 0.8546 | Val Acc: 0.9269
Epoch 15/40 | Loss: 0.4472 | Train Acc: 0.8632 | Val Acc: 0.9278
Epoch 16/40 | Loss: 0.4478 | Train Acc: 0.8616 | Val Acc: 0.9296
Epoch 17/40 | Loss: 0.4471 | Train Acc: 0.8616 | Val Acc: 0.9259
Epoch 18/40 | Loss: 0.4490 | Train Acc: 0.8620 | Val Acc: 0.9306
Epoch 19/40 | Loss: 0.4507 | Train Acc: 0.8579 | Val Acc: 0.9315
Epoch 20/40 | Loss: 0.4447 | Train Acc: 0.8660 | Val Acc: 0.9296
Epoch 21/40 | Loss: 0.4488 | Train Acc: 0.8616 | Val Acc: 0.9315
Epoch 22/40 | Loss: 0.4464 | Train Acc: 0.8611 | Val Acc: 0.9315
Epoch 23/40 | Loss: 0.4439 | Train Acc: 0.8681 | Val Acc: 0.9315
Epoch 24/40 | Loss: 0.4440 | Train Acc: 0.8639 | Val Acc: 0.9315
Epoch 25/40 | Loss: 0.4458 | Train Acc: 0.8646 | Val Acc: 0.9315
Epoch 26/40 | Loss: 0.4460 | Train Acc: 0.8639 | Val Acc: 0.9315
Epoch 27/40 | Loss: 0.4429 | Train Acc: 0.8671 | Val Acc: 0.9315
Epoch 28/40 | Loss: 0.4446 | Train Acc: 0.8671 | Val Acc: 0.9306
Epoch 29/40 | Loss: 0.4456 | Train Acc: 0.8637 | Val Acc: 0.9315
🛑 Early stopping triggered.

📂 Fold 3/5
Epoch 1/40 | Loss: 0.6151 | Train Acc: 0.6859 | Val Acc: 0.8667
Epoch 2/40 | Loss: 0.5212 | Train Acc: 0.7873 | Val Acc: 0.9185
Epoch 3/40 | Loss: 0.4903 | Train Acc: 0.8174 | Val Acc: 0.9333
Epoch 4/40 | Loss: 0.4788 | Train Acc: 0.8280 | Val Acc: 0.9426
Epoch 5/40 | Loss: 0.4712 | Train Acc: 0.8363 | Val Acc: 0.9444
Epoch 6/40 | Loss: 0.4695 | Train Acc: 0.8391 | Val Acc: 0.9417
Epoch 7/40 | Loss: 0.4668 | Train Acc: 0.8419 | Val Acc: 0.9426
Epoch 8/40 | Loss: 0.4638 | Train Acc: 0.8451 | Val Acc: 0.9481
Epoch 9/40 | Loss: 0.4606 | Train Acc: 0.8470 | Val Acc: 0.9398
Epoch 10/40 | Loss: 0.4595 | Train Acc: 0.8481 | Val Acc: 0.9454
Epoch 11/40 | Loss: 0.4597 | Train Acc: 0.8493 | Val Acc: 0.9463
Epoch 12/40 | Loss: 0.4576 | Train Acc: 0.8502 | Val Acc: 0.9444
Epoch 13/40 | Loss: 0.4553 | Train Acc: 0.8507 | Val Acc: 0.9472
Epoch 14/40 | Loss: 0.4529 | Train Acc: 0.8569 | Val Acc: 0.9426
Epoch 15/40 | Loss: 0.4544 | Train Acc: 0.8525 | Val Acc: 0.9454
Epoch 16/40 | Loss: 0.4520 | Train Acc: 0.8586 | Val Acc: 0.9472
Epoch 17/40 | Loss: 0.4522 | Train Acc: 0.8521 | Val Acc: 0.9472
Epoch 18/40 | Loss: 0.4550 | Train Acc: 0.8546 | Val Acc: 0.9472
🛑 Early stopping triggered.

📂 Fold 4/5
Epoch 1/40 | Loss: 0.6219 | Train Acc: 0.6676 | Val Acc: 0.8426
Epoch 2/40 | Loss: 0.5310 | Train Acc: 0.7812 | Val Acc: 0.9102
Epoch 3/40 | Loss: 0.5019 | Train Acc: 0.8065 | Val Acc: 0.9250
Epoch 4/40 | Loss: 0.4834 | Train Acc: 0.8264 | Val Acc: 0.9278
Epoch 5/40 | Loss: 0.4682 | Train Acc: 0.8431 | Val Acc: 0.9426
Epoch 6/40 | Loss: 0.4587 | Train Acc: 0.8523 | Val Acc: 0.9417
Epoch 7/40 | Loss: 0.4584 | Train Acc: 0.8498 | Val Acc: 0.9426
Epoch 8/40 | Loss: 0.4583 | Train Acc: 0.8491 | Val Acc: 0.9380
Epoch 9/40 | Loss: 0.4524 | Train Acc: 0.8565 | Val Acc: 0.9389
Epoch 10/40 | Loss: 0.4541 | Train Acc: 0.8553 | Val Acc: 0.9435
Epoch 11/40 | Loss: 0.4495 | Train Acc: 0.8600 | Val Acc: 0.9426
Epoch 12/40 | Loss: 0.4485 | Train Acc: 0.8611 | Val Acc: 0.9407
Epoch 13/40 | Loss: 0.4482 | Train Acc: 0.8602 | Val Acc: 0.9463
Epoch 14/40 | Loss: 0.4462 | Train Acc: 0.8609 | Val Acc: 0.9472
Epoch 15/40 | Loss: 0.4439 | Train Acc: 0.8667 | Val Acc: 0.9417
Epoch 16/40 | Loss: 0.4447 | Train Acc: 0.8611 | Val Acc: 0.9407
Epoch 17/40 | Loss: 0.4447 | Train Acc: 0.8648 | Val Acc: 0.9472
Epoch 18/40 | Loss: 0.4457 | Train Acc: 0.8644 | Val Acc: 0.9417
Epoch 19/40 | Loss: 0.4469 | Train Acc: 0.8606 | Val Acc: 0.9417
Epoch 20/40 | Loss: 0.4443 | Train Acc: 0.8644 | Val Acc: 0.9435
Epoch 21/40 | Loss: 0.4471 | Train Acc: 0.8648 | Val Acc: 0.9417
Epoch 22/40 | Loss: 0.4431 | Train Acc: 0.8639 | Val Acc: 0.9426
Epoch 23/40 | Loss: 0.4459 | Train Acc: 0.8590 | Val Acc: 0.9417
Epoch 24/40 | Loss: 0.4460 | Train Acc: 0.8639 | Val Acc: 0.9426
🛑 Early stopping triggered.

📂 Fold 5/5
Epoch 1/40 | Loss: 0.6199 | Train Acc: 0.6715 | Val Acc: 0.8722
Epoch 2/40 | Loss: 0.5248 | Train Acc: 0.7850 | Val Acc: 0.9074
Epoch 3/40 | Loss: 0.4889 | Train Acc: 0.8201 | Val Acc: 0.9111
Epoch 4/40 | Loss: 0.4751 | Train Acc: 0.8329 | Val Acc: 0.9222
Epoch 5/40 | Loss: 0.4685 | Train Acc: 0.8398 | Val Acc: 0.9222
Epoch 6/40 | Loss: 0.4603 | Train Acc: 0.8495 | Val Acc: 0.9231
Epoch 7/40 | Loss: 0.4614 | Train Acc: 0.8468 | Val Acc: 0.9222
Epoch 8/40 | Loss: 0.4511 | Train Acc: 0.8595 | Val Acc: 0.9231
Epoch 9/40 | Loss: 0.4526 | Train Acc: 0.8544 | Val Acc: 0.9259
Epoch 10/40 | Loss: 0.4508 | Train Acc: 0.8586 | Val Acc: 0.9287
Epoch 11/40 | Loss: 0.4481 | Train Acc: 0.8604 | Val Acc: 0.9269
Epoch 12/40 | Loss: 0.4509 | Train Acc: 0.8562 | Val Acc: 0.9259
Epoch 13/40 | Loss: 0.4495 | Train Acc: 0.8590 | Val Acc: 0.9231
Epoch 14/40 | Loss: 0.4481 | Train Acc: 0.8609 | Val Acc: 0.9287
Epoch 15/40 | Loss: 0.4478 | Train Acc: 0.8632 | Val Acc: 0.9278
Epoch 16/40 | Loss: 0.4440 | Train Acc: 0.8655 | Val Acc: 0.9278
Epoch 17/40 | Loss: 0.4451 | Train Acc: 0.8609 | Val Acc: 0.9296
Epoch 18/40 | Loss: 0.4470 | Train Acc: 0.8600 | Val Acc: 0.9278
Epoch 19/40 | Loss: 0.4436 | Train Acc: 0.8657 | Val Acc: 0.9278
Epoch 20/40 | Loss: 0.4462 | Train Acc: 0.8623 | Val Acc: 0.9278
Epoch 21/40 | Loss: 0.4459 | Train Acc: 0.8630 | Val Acc: 0.9287
Epoch 22/40 | Loss: 0.4467 | Train Acc: 0.8593 | Val Acc: 0.9278
Epoch 23/40 | Loss: 0.4462 | Train Acc: 0.8595 | Val Acc: 0.9278
Epoch 24/40 | Loss: 0.4414 | Train Acc: 0.8690 | Val Acc: 0.9287
Epoch 25/40 | Loss: 0.4468 | Train Acc: 0.8618 | Val Acc: 0.9287
Epoch 26/40 | Loss: 0.4442 | Train Acc: 0.8639 | Val Acc: 0.9287
Epoch 27/40 | Loss: 0.4430 | Train Acc: 0.8664 | Val Acc: 0.9278
🛑 Early stopping triggered.

🔍 正在处理文件: data/features/chb08/features.npz

📂 Fold 1/5
Epoch 1/40 | Loss: 0.5630 | Train Acc: 0.7408 | Val Acc: 0.9011
Epoch 2/40 | Loss: 0.4627 | Train Acc: 0.8500 | Val Acc: 0.8967
Epoch 3/40 | Loss: 0.4554 | Train Acc: 0.8562 | Val Acc: 0.8961
Epoch 4/40 | Loss: 0.4517 | Train Acc: 0.8604 | Val Acc: 0.8950
Epoch 5/40 | Loss: 0.4495 | Train Acc: 0.8607 | Val Acc: 0.8922
Epoch 6/40 | Loss: 0.4486 | Train Acc: 0.8603 | Val Acc: 0.9006
Epoch 7/40 | Loss: 0.4473 | Train Acc: 0.8642 | Val Acc: 0.8944
Epoch 8/40 | Loss: 0.4481 | Train Acc: 0.8631 | Val Acc: 0.8967
Epoch 9/40 | Loss: 0.4475 | Train Acc: 0.8618 | Val Acc: 0.8956
Epoch 10/40 | Loss: 0.4471 | Train Acc: 0.8635 | Val Acc: 0.8956
Epoch 11/40 | Loss: 0.4447 | Train Acc: 0.8664 | Val Acc: 0.8972
🛑 Early stopping triggered.

📂 Fold 2/5
Epoch 1/40 | Loss: 0.5509 | Train Acc: 0.7596 | Val Acc: 0.9228
Epoch 2/40 | Loss: 0.4654 | Train Acc: 0.8456 | Val Acc: 0.9206
Epoch 3/40 | Loss: 0.4570 | Train Acc: 0.8553 | Val Acc: 0.9172
Epoch 4/40 | Loss: 0.4552 | Train Acc: 0.8553 | Val Acc: 0.9217
Epoch 5/40 | Loss: 0.4514 | Train Acc: 0.8599 | Val Acc: 0.9206
Epoch 6/40 | Loss: 0.4527 | Train Acc: 0.8572 | Val Acc: 0.9172
Epoch 7/40 | Loss: 0.4501 | Train Acc: 0.8619 | Val Acc: 0.9167
Epoch 8/40 | Loss: 0.4497 | Train Acc: 0.8621 | Val Acc: 0.9167
Epoch 9/40 | Loss: 0.4486 | Train Acc: 0.8612 | Val Acc: 0.9194
Epoch 10/40 | Loss: 0.4497 | Train Acc: 0.8618 | Val Acc: 0.9150
Epoch 11/40 | Loss: 0.4481 | Train Acc: 0.8629 | Val Acc: 0.9200
🛑 Early stopping triggered.

📂 Fold 3/5
Epoch 1/40 | Loss: 0.5593 | Train Acc: 0.7472 | Val Acc: 0.8944
Epoch 2/40 | Loss: 0.4630 | Train Acc: 0.8512 | Val Acc: 0.9072
Epoch 3/40 | Loss: 0.4547 | Train Acc: 0.8575 | Val Acc: 0.9017
Epoch 4/40 | Loss: 0.4501 | Train Acc: 0.8610 | Val Acc: 0.9078
Epoch 5/40 | Loss: 0.4493 | Train Acc: 0.8617 | Val Acc: 0.9089
Epoch 6/40 | Loss: 0.4477 | Train Acc: 0.8642 | Val Acc: 0.9111
Epoch 7/40 | Loss: 0.4464 | Train Acc: 0.8649 | Val Acc: 0.9094
Epoch 8/40 | Loss: 0.4469 | Train Acc: 0.8642 | Val Acc: 0.9094
Epoch 9/40 | Loss: 0.4457 | Train Acc: 0.8647 | Val Acc: 0.9106
Epoch 10/40 | Loss: 0.4450 | Train Acc: 0.8664 | Val Acc: 0.9094
Epoch 11/40 | Loss: 0.4457 | Train Acc: 0.8658 | Val Acc: 0.9094
Epoch 12/40 | Loss: 0.4443 | Train Acc: 0.8671 | Val Acc: 0.9100
Epoch 13/40 | Loss: 0.4444 | Train Acc: 0.8658 | Val Acc: 0.9100
Epoch 14/40 | Loss: 0.4463 | Train Acc: 0.8642 | Val Acc: 0.9100
Epoch 15/40 | Loss: 0.4454 | Train Acc: 0.8661 | Val Acc: 0.9106
Epoch 16/40 | Loss: 0.4435 | Train Acc: 0.8686 | Val Acc: 0.9117
Epoch 17/40 | Loss: 0.4440 | Train Acc: 0.8679 | Val Acc: 0.9111
Epoch 18/40 | Loss: 0.4457 | Train Acc: 0.8653 | Val Acc: 0.9106
Epoch 19/40 | Loss: 0.4440 | Train Acc: 0.8662 | Val Acc: 0.9106
Epoch 20/40 | Loss: 0.4443 | Train Acc: 0.8662 | Val Acc: 0.9100
Epoch 21/40 | Loss: 0.4427 | Train Acc: 0.8689 | Val Acc: 0.9111
Epoch 22/40 | Loss: 0.4433 | Train Acc: 0.8681 | Val Acc: 0.9106
Epoch 23/40 | Loss: 0.4429 | Train Acc: 0.8662 | Val Acc: 0.9111
Epoch 24/40 | Loss: 0.4432 | Train Acc: 0.8672 | Val Acc: 0.9111
Epoch 25/40 | Loss: 0.4429 | Train Acc: 0.8689 | Val Acc: 0.9111
Epoch 26/40 | Loss: 0.4439 | Train Acc: 0.8667 | Val Acc: 0.9106
🛑 Early stopping triggered.

📂 Fold 4/5
Epoch 1/40 | Loss: 0.5521 | Train Acc: 0.7578 | Val Acc: 0.8894
Epoch 2/40 | Loss: 0.4551 | Train Acc: 0.8572 | Val Acc: 0.8856
Epoch 3/40 | Loss: 0.4482 | Train Acc: 0.8636 | Val Acc: 0.8850
Epoch 4/40 | Loss: 0.4440 | Train Acc: 0.8676 | Val Acc: 0.8778
Epoch 5/40 | Loss: 0.4429 | Train Acc: 0.8679 | Val Acc: 0.8817
Epoch 6/40 | Loss: 0.4427 | Train Acc: 0.8688 | Val Acc: 0.8767
Epoch 7/40 | Loss: 0.4416 | Train Acc: 0.8692 | Val Acc: 0.8844
Epoch 8/40 | Loss: 0.4410 | Train Acc: 0.8718 | Val Acc: 0.8822
Epoch 9/40 | Loss: 0.4416 | Train Acc: 0.8696 | Val Acc: 0.8817
Epoch 10/40 | Loss: 0.4393 | Train Acc: 0.8721 | Val Acc: 0.8789
Epoch 11/40 | Loss: 0.4388 | Train Acc: 0.8722 | Val Acc: 0.8833
🛑 Early stopping triggered.

📂 Fold 5/5
Epoch 1/40 | Loss: 0.5702 | Train Acc: 0.7400 | Val Acc: 0.9150
Epoch 2/40 | Loss: 0.4665 | Train Acc: 0.8472 | Val Acc: 0.9117
Epoch 3/40 | Loss: 0.4602 | Train Acc: 0.8518 | Val Acc: 0.9044
Epoch 4/40 | Loss: 0.4549 | Train Acc: 0.8562 | Val Acc: 0.9133
Epoch 5/40 | Loss: 0.4546 | Train Acc: 0.8567 | Val Acc: 0.9122
Epoch 6/40 | Loss: 0.4526 | Train Acc: 0.8588 | Val Acc: 0.9094
Epoch 7/40 | Loss: 0.4500 | Train Acc: 0.8615 | Val Acc: 0.9094
Epoch 8/40 | Loss: 0.4531 | Train Acc: 0.8582 | Val Acc: 0.9100
Epoch 9/40 | Loss: 0.4508 | Train Acc: 0.8597 | Val Acc: 0.9117
Epoch 10/40 | Loss: 0.4522 | Train Acc: 0.8588 | Val Acc: 0.9117
Epoch 11/40 | Loss: 0.4508 | Train Acc: 0.8583 | Val Acc: 0.9117
🛑 Early stopping triggered.

🔍 正在处理文件: data/features/chb09/features.npz

📂 Fold 1/5
Epoch 1/40 | Loss: 0.6386 | Train Acc: 0.6380 | Val Acc: 0.8375
Epoch 2/40 | Loss: 0.5523 | Train Acc: 0.7460 | Val Acc: 0.8417
Epoch 3/40 | Loss: 0.5257 | Train Acc: 0.7731 | Val Acc: 0.8507
Epoch 4/40 | Loss: 0.5193 | Train Acc: 0.7818 | Val Acc: 0.8653
Epoch 5/40 | Loss: 0.5109 | Train Acc: 0.7939 | Val Acc: 0.8604
Epoch 6/40 | Loss: 0.5027 | Train Acc: 0.8005 | Val Acc: 0.8632
Epoch 7/40 | Loss: 0.4987 | Train Acc: 0.8031 | Val Acc: 0.8674
Epoch 8/40 | Loss: 0.4994 | Train Acc: 0.8026 | Val Acc: 0.8681
Epoch 9/40 | Loss: 0.4976 | Train Acc: 0.8057 | Val Acc: 0.8556
Epoch 10/40 | Loss: 0.4959 | Train Acc: 0.8047 | Val Acc: 0.8576
Epoch 11/40 | Loss: 0.4913 | Train Acc: 0.8109 | Val Acc: 0.8611
Epoch 12/40 | Loss: 0.4930 | Train Acc: 0.8087 | Val Acc: 0.8694
Epoch 13/40 | Loss: 0.4907 | Train Acc: 0.8104 | Val Acc: 0.8597
Epoch 14/40 | Loss: 0.4949 | Train Acc: 0.8064 | Val Acc: 0.8646
Epoch 15/40 | Loss: 0.4891 | Train Acc: 0.8149 | Val Acc: 0.8521
Epoch 16/40 | Loss: 0.4900 | Train Acc: 0.8144 | Val Acc: 0.8639
Epoch 17/40 | Loss: 0.4874 | Train Acc: 0.8177 | Val Acc: 0.8590
Epoch 18/40 | Loss: 0.4937 | Train Acc: 0.8083 | Val Acc: 0.8639
Epoch 19/40 | Loss: 0.4921 | Train Acc: 0.8118 | Val Acc: 0.8604
Epoch 20/40 | Loss: 0.4909 | Train Acc: 0.8095 | Val Acc: 0.8646
Epoch 21/40 | Loss: 0.4893 | Train Acc: 0.8163 | Val Acc: 0.8597
Epoch 22/40 | Loss: 0.4874 | Train Acc: 0.8144 | Val Acc: 0.8653
🛑 Early stopping triggered.

📂 Fold 2/5
Epoch 1/40 | Loss: 0.6398 | Train Acc: 0.6281 | Val Acc: 0.8257
Epoch 2/40 | Loss: 0.5512 | Train Acc: 0.7531 | Val Acc: 0.8528
Epoch 3/40 | Loss: 0.5245 | Train Acc: 0.7771 | Val Acc: 0.8688
Epoch 4/40 | Loss: 0.5202 | Train Acc: 0.7767 | Val Acc: 0.8806
Epoch 5/40 | Loss: 0.5122 | Train Acc: 0.7894 | Val Acc: 0.8903
Epoch 6/40 | Loss: 0.5031 | Train Acc: 0.7960 | Val Acc: 0.8917
Epoch 7/40 | Loss: 0.5043 | Train Acc: 0.7974 | Val Acc: 0.8854
Epoch 8/40 | Loss: 0.5003 | Train Acc: 0.7977 | Val Acc: 0.8840
Epoch 9/40 | Loss: 0.5002 | Train Acc: 0.8005 | Val Acc: 0.8889
Epoch 10/40 | Loss: 0.5055 | Train Acc: 0.7948 | Val Acc: 0.8743
Epoch 11/40 | Loss: 0.4982 | Train Acc: 0.8040 | Val Acc: 0.8972
Epoch 12/40 | Loss: 0.5003 | Train Acc: 0.8007 | Val Acc: 0.8910
Epoch 13/40 | Loss: 0.4988 | Train Acc: 0.8068 | Val Acc: 0.8924
Epoch 14/40 | Loss: 0.4951 | Train Acc: 0.8092 | Val Acc: 0.8944
Epoch 15/40 | Loss: 0.4954 | Train Acc: 0.8085 | Val Acc: 0.8944
Epoch 16/40 | Loss: 0.4968 | Train Acc: 0.8066 | Val Acc: 0.8944
Epoch 17/40 | Loss: 0.4962 | Train Acc: 0.8042 | Val Acc: 0.8944
Epoch 18/40 | Loss: 0.4964 | Train Acc: 0.8057 | Val Acc: 0.8986
